parent,label,ags,date,updated,confirmed,recovered,deaths,lon,lat,source,source_url,scraper
Baden-Württemberg,Hohenlohekreis,08126,2020-03-30T19:00:00+02:00,1585587600000,453,0,9,9.631642,49.282919,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Karlsruhe (Kreis),08215,2020-03-30T19:00:00+02:00,1585587600000,246,0,3,8.549484,48.753432,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Karlsruhe,08212,2020-03-30T19:00:00+02:00,1585587600000,119,0,0,8.368045,49.018533,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Konstanz (Kreis),08335,2020-03-30T19:00:00+02:00,1585587600000,144,0,1,9.170081,47.673531,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Lörrach (Kreis),08336,2020-03-30T19:00:00+02:00,1585587600000,216,0,3,7.770113,47.683567,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Ludwigsburg (Kreis),08118,2020-03-30T19:00:00+02:00,1585587600000,671,0,6,9.195073,48.89912,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Main-Tauber-Kreis,08128,2020-03-30T19:00:00+02:00,1585587600000,112,0,0,9.682984,49.564672,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Mannheim,08222,2020-03-30T19:00:00+02:00,1585587600000,213,0,0,8.492765,49.488789,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Neckar-Odenwald-Kreis,08225,2020-03-30T19:00:00+02:00,1585587600000,86,0,2,9.363575,49.510656,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Ortenaukreis,08317,2020-03-30T19:00:00+02:00,1585587600000,316,0,15,8.022311,48.438867,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Ostalbkreis,08136,2020-03-30T19:00:00+02:00,1585587600000,273,0,0,10.124384,48.905842,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Pforzheim,08231,2020-03-30T19:00:00+02:00,1585587600000,40,0,0,8.688956,48.890549,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Rastatt (Kreis),08216,2020-03-30T19:00:00+02:00,1585587600000,277,0,0,8.209898,48.860842,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Ravensburg (Kreis),08436,2020-03-30T19:00:00+02:00,1585587600000,321,0,0,9.612955,47.783953,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Rems-Murr-Kreis,08119,2020-03-30T19:00:00+02:00,1585587600000,285,0,3,9.504962,48.905691,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Reutlingen (Kreis),08415,2020-03-30T19:00:00+02:00,1585587600000,260,0,6,9.218579,48.494448,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Rhein-Neckar-Kreis,08226,2020-03-30T19:00:00+02:00,1585587600000,564,0,4,8.814371,49.299319,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Rottweil (Kreis),08325,2020-03-30T19:00:00+02:00,1585587600000,109,0,3,8.483465,48.258936,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Schwäbisch Hall (Kreis),08127,2020-03-30T19:00:00+02:00,1585587600000,316,0,9,9.903566,49.145223,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Schwarzwald-Baar-Kreis,08326,2020-03-30T19:00:00+02:00,1585587600000,187,0,2,8.438213,48.029166,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Sigmaringen (Kreis),08437,2020-03-30T19:00:00+02:00,1585587600000,311,0,3,9.222716,48.087764,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Stuttgart,08111,2020-03-30T19:00:00+02:00,1585587600000,705,0,7,9.188624,48.802275,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Tübingen (Kreis),08416,2020-03-30T19:00:00+02:00,1585587600000,636,0,4,9.059097,48.523078,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Tuttlingen (Kreis),08327,2020-03-30T19:00:00+02:00,1585587600000,142,0,3,8.817883,47.984131,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Ulm,08421,2020-03-30T19:00:00+02:00,1585587600000,112,0,0,9.964547,48.396637,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Waldshut (Kreis),08337,2020-03-30T19:00:00+02:00,1585587600000,91,0,1,8.225077,47.619041,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,Zollernalbkreis,08417,2020-03-30T19:00:00+02:00,1585587600000,346,0,4,8.932064,48.263589,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Baden-Württemberg,nicht zugeordnet,NA,2020-03-30T19:00:00+02:00,1585587600000,0,0,22,null,null,Sozialministerium Baden Württemberg,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,regio
Bayern,Aichach-Friedberg (Kreis),09771,2020-03-31T14:00:00+02:00,1585656000000,120,0,1,11.056124,48.449695,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Altötting (Kreis),09171,2020-03-31T14:00:00+02:00,1585656000000,137,3,3,12.675712,48.225938,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Amberg,09361,2020-03-31T14:00:00+02:00,1585656000000,18,0,1,11.852173,49.444108,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Amberg-Sulzbach (Kreis),09371,2020-03-31T14:00:00+02:00,1585656000000,74,3,3,11.802845,49.559915,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Ansbach (Kreis),09571,2020-03-31T14:00:00+02:00,1585656000000,161,0,0,10.571391,49.302883,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Ansbach,09561,2020-03-31T14:00:00+02:00,1585656000000,24,0,0,10.571391,49.302883,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Aschaffenburg (Kreis),09671,2020-03-31T14:00:00+02:00,1585656000000,129,1,7,9.257926,50.024462,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Aschaffenburg,09661,2020-03-31T14:00:00+02:00,1585656000000,48,0,0,9.147466,49.976929,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Augsburg (Kreis),09772,2020-03-31T14:00:00+02:00,1585656000000,171,0,0,10.64431,48.317475,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Augsburg,09761,2020-03-31T14:00:00+02:00,1585656000000,165,2,2,10.896842,48.369338,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Bad Kissingen (Kreis),09672,2020-03-31T14:00:00+02:00,1585656000000,72,0,0,10.073472,50.19261,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Bad Tölz (Kreis),09173,2020-03-31T14:00:00+02:00,1585656000000,170,0,0,11.50472,47.75306,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Bamberg (Kreis),09471,2020-03-31T14:00:00+02:00,1585656000000,182,1,3,10.6505767,49.8224913,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Bamberg,09461,2020-03-31T14:00:00+02:00,1585656000000,70,0,0,10.897137,49.895431,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Bayreuth (Kreis),09472,2020-03-31T14:00:00+02:00,1585656000000,108,2,2,11.428407,49.849708,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Bayreuth,09462,2020-03-31T14:00:00+02:00,1585656000000,55,0,1,11.584207,49.945412,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Berchtesgadener Land (Kreis),09172,2020-03-31T14:00:00+02:00,1585656000000,84,0,0,12.938414,47.607564,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Cham (Kreis),09372,2020-03-31T14:00:00+02:00,1585656000000,162,0,0,12.662355,49.221966,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Coburg (Kreis),09473,2020-03-31T14:00:00+02:00,1585656000000,50,0,0,10.9005233,50.2276454,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Coburg,09463,2020-03-31T14:00:00+02:00,1585656000000,22,0,0,10.905477,50.2603179,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Dachau (Kreis),09174,2020-03-31T14:00:00+02:00,1585656000000,205,1,2,11.439408,48.260456,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Deggendorf (Kreis),09271,2020-03-31T14:00:00+02:00,1585656000000,120,1,3,12.9562,48.8374,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Dillingen a.d. Donau (Kreis),09773,2020-03-31T14:00:00+02:00,1585656000000,48,1,1,10.5325,48.60472,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Dingolfing-Landau (Kreis),09279,2020-03-31T14:00:00+02:00,1585656000000,94,0,0,12.615277,48.625473,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Donau-Ries (Kreis),09779,2020-03-31T14:00:00+02:00,1585656000000,89,0,2,10.770145,48.779456,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Ebersberg (Kreis),09175,2020-03-31T14:00:00+02:00,1585656000000,192,0,0,11.965774,48.075524,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Eichstätt (Kreis),09176,2020-03-31T14:00:00+02:00,1585656000000,80,0,1,11.190017,48.890105,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Erding (Kreis),09177,2020-03-31T14:00:00+02:00,1585656000000,304,0,1,11.906089,48.306867,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Erlangen,09562,2020-03-31T14:00:00+02:00,1585656000000,56,0,1,10.991866,49.582771,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Erlangen-Höchstadt,09572,2020-03-31T14:00:00+02:00,1585656000000,66,1,1,10.856919,49.680554,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Forchheim (Kreis),09474,2020-03-31T14:00:00+02:00,1585656000000,86,1,1,11.06568,49.721727,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Freising (Kreis),09178,2020-03-31T14:00:00+02:00,1585656000000,473,3,6,11.739182,48.40242,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Freyung-Grafenau (Kreis),09272,2020-03-31T14:00:00+02:00,1585656000000,89,1,1,13.553457,48.834486,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Fürstenfeldbruck (Kreis),09179,2020-03-31T14:00:00+02:00,1585656000000,329,0,2,11.25548,48.181155,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Fürth (Kreis),09573,2020-03-31T14:00:00+02:00,1585656000000,128,2,3,10.850179,49.42164,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Fürth,09563,2020-03-31T14:00:00+02:00,1585656000000,76,0,1,10.981111,49.480351,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Garmisch-Partenkirchen (Kreis),09180,2020-03-31T14:00:00+02:00,1585656000000,114,0,0,11.104571,47.492674,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Günzburg (Kreis),09774,2020-03-31T14:00:00+02:00,1585656000000,101,0,0,10.284105,48.455294,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Haßberge (Kreis),09674,2020-03-31T14:00:00+02:00,1585656000000,60,0,1,10.602664,50.062257,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Hof (Kreis),09475,2020-03-31T14:00:00+02:00,1585656000000,112,0,0,11.7673635,50.2925404,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Hof,09464,2020-03-31T14:00:00+02:00,1585656000000,39,0,0,11.918817,50.316424,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Ingolstadt,09161,2020-03-31T14:00:00+02:00,1585656000000,74,0,0,11.438832,48.765164,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Kaufbeuren,09762,2020-03-31T14:00:00+02:00,1585656000000,32,0,0,10.625408,47.882969,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Kelheim (Kreis),09273,2020-03-31T14:00:00+02:00,1585656000000,132,2,3,11.875504,48.919978,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
Bayern,Kempten,09763,2020-03-31T14:00:00+02:00,1585656000000,42,1,2,10.2353175,47.7362469,Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,regio
