parent,label,updated,date,confirmed,recovered,deaths,lon,lat,source,source_url,scraper
USA,Wisconsin,1584558874000,2020-03-18T20:14:34+01:00,92,0,0,-89.616508,44.268543,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Ohio,1584558874000,2020-03-18T20:14:34+01:00,86,0,0,-82.764915,40.388783,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Georgia,1584558874000,2020-03-18T20:14:34+01:00,199,0,3,-83.643074,33.040619,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,North Carolina,1584558874000,2020-03-18T20:14:34+01:00,70,0,0,-79.806419,35.630066,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Illinois,1584558874000,2020-03-18T20:14:34+01:00,162,0,1,-88.986137,40.349457,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Nevada,1584558874000,2020-03-18T20:14:34+01:00,55,0,1,-117.055374,38.313515,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Florida,1584558874000,2020-03-18T20:14:34+01:00,314,0,7,-81.686783,27.766279,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Maryland,1584558874000,2020-03-18T20:14:34+01:00,85,0,0,-76.802101,39.063946,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Michigan,1584558874000,2020-03-18T20:14:34+01:00,83,0,0,-84.536095,43.326618,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Guam,1584555273000,2020-03-18T19:14:33+01:00,0,0,0,144.7937,13.4443,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,https://github.com/CSSEGISandData/COVID-19,hopkins.github
global,Liechtenstein,1584558873000,2020-03-18T20:14:33+01:00,28,0,0,9.5554,47.166,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Brasilien,1584558869000,2020-03-18T20:14:29+01:00,372,2,3,-51.9253,-14.235,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Katar,1584558869000,2020-03-18T20:14:29+01:00,452,4,0,51.1839,25.3548,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Pakistan,1584558869000,2020-03-18T20:14:29+01:00,299,2,0,69.3451,30.3753,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Kanada,New Brunswick,1584556383000,2020-03-18T19:33:03+01:00,11,0,0,-66.4619,46.5653,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Frankreich,1584556382000,2020-03-18T19:33:02+01:00,9043,12,148,2.2137,46.2276,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Kanada,Nova Scotia,1584553983000,2020-03-18T18:53:03+01:00,12,0,0,-63.7443,44.682,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Kanada,Quebec,1584553983000,2020-03-18T18:53:03+01:00,94,0,0,-73.5491,52.9399,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Schweden,1584553982000,2020-03-18T18:53:02+01:00,1279,1,10,18.6435,60.1282,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Kanada,Ontario,1584552786000,2020-03-18T18:33:06+01:00,221,5,1,-85.3232,51.2538,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Italien,1584552785000,2020-03-18T18:33:05+01:00,35713,4025,2978,12.5674,41.8719,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Dänemark,Färöer,1584550775000,2020-03-18T17:59:35+01:00,58,0,0,-6.9118,61.8926,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Dänemark,1584550775000,2020-03-18T17:59:35+01:00,1057,1,4,9.5018,56.2639,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Kuba,1584550775000,2020-03-18T17:59:35+01:00,7,0,1,-77.7812,21.5218,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Rumänien,1584550774000,2020-03-18T17:59:34+01:00,260,19,0,24.9668,45.9432,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Peru,1584550774000,2020-03-18T17:59:34+01:00,145,1,0,-75.0152,-9.19,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Griechenland,1584550774000,2020-03-18T17:59:34+01:00,418,8,5,21.8243,39.0742,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Colorado,1584546789000,2020-03-18T16:53:09+01:00,184,0,2,-105.311104,39.059811,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Norwegen,1584546789000,2020-03-18T16:53:09+01:00,1550,1,6,8.4689,60.472,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Vietnam,1584545595000,2020-03-18T16:33:15+01:00,75,16,0,108.2772,14.0583,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Bulgarien,1584545595000,2020-03-18T16:33:15+01:00,92,0,2,25.4858,42.7339,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Österreich,1584543185000,2020-03-18T15:53:05+01:00,1646,9,4,14.5501,47.5162,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Großbritannien,1584543185000,2020-03-18T15:53:05+01:00,2626,65,71,-3.436,55.3781,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Schweiz,1584543185000,2020-03-18T15:53:05+01:00,3028,15,28,8.2275,46.8182,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Kolumbien,1584543185000,2020-03-18T15:53:05+01:00,93,1,0,-74.2973,4.5709,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Jordanien,1584543185000,2020-03-18T15:53:05+01:00,52,1,0,36.2384,30.5852,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Frankreich,Guadeloupe,1584538395000,2020-03-18T14:33:15+01:00,0,0,0,-61.5833,16.25,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,https://github.com/CSSEGISandData/COVID-19,hopkins.github
Frankreich,Mayotte,1584538395000,2020-03-18T14:33:15+01:00,0,0,0,45.1383,-12.8431,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,https://github.com/CSSEGISandData/COVID-19,hopkins.github
global,Sambia,1584541995000,2020-03-18T15:33:15+01:00,2,0,0,28.2833,-15.4167,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Äquatorialguinea,1584541995000,2020-03-18T15:33:15+01:00,4,0,0,10.2679,1.6508,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Israel,1584541995000,2020-03-18T15:33:15+01:00,433,11,0,34.8516,31.0461,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Frankreich,Réunion,1584538395000,2020-03-18T14:33:15+01:00,0,0,0,55.2471,-21.1351,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,https://github.com/CSSEGISandData/COVID-19,hopkins.github
Frankreich,Französisch-Guyana,1584538395000,2020-03-18T14:33:15+01:00,0,0,0,-53,4,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,https://github.com/CSSEGISandData/COVID-19,hopkins.github
USA,New Jersey,1584540836000,2020-03-18T15:13:56+01:00,267,0,3,-74.521011,40.298904,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Benin,1584540836000,2020-03-18T15:13:56+01:00,2,0,0,2.3158,9.3077,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Gambia,1584540836000,2020-03-18T15:13:56+01:00,1,0,0,-15.3101,13.4432,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Washington,1584540836000,2020-03-18T15:13:56+01:00,1014,0,55,-121.490494,47.400902,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Kentucky,1584540836000,2020-03-18T15:13:56+01:00,27,0,1,-84.670067,37.66814,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Massachusetts,1584540836000,2020-03-18T15:13:56+01:00,218,0,0,-71.530106,42.230171,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Großbritannien,Gibraltar,1584540822000,2020-03-18T15:13:42+01:00,8,2,0,-5.3536,36.1408,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Slowakei,1584540794000,2020-03-18T15:13:14+01:00,105,0,1,19.699,48.669,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Nebraska,1584539583000,2020-03-18T14:53:03+01:00,24,0,0,-98.268082,41.12537,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Oregon,1584539583000,2020-03-18T14:53:03+01:00,68,0,2,-122.070938,44.572021,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
USA,Wyoming,1584539583000,2020-03-18T14:53:03+01:00,15,0,0,-107.30249,42.755966,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Polen,1584538392000,2020-03-18T14:33:12+01:00,251,13,5,19.1451,51.9194,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Indien,1584538392000,2020-03-18T14:33:12+01:00,156,14,3,78.9629,20.5937,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Singapur,1584538392000,2020-03-18T14:33:12+01:00,313,114,0,103.8198,1.3521,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Chile,1584538392000,2020-03-18T14:33:12+01:00,238,0,0,-71.543,-35.6751,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Niederlande,1584537195000,2020-03-18T14:13:15+01:00,2051,2,58,5.2913,52.1326,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Spanien,1584537193000,2020-03-18T14:13:13+01:00,13910,1081,623,-3.7492,40.4637,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Sri Lanka,1584537193000,2020-03-18T14:13:13+01:00,51,1,0,80.7718,7.8731,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Finnland,1584537193000,2020-03-18T14:13:13+01:00,336,10,0,25.7482,61.9241,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Nordmazedonien,1584534783000,2020-03-18T13:33:03+01:00,35,1,0,21.7453,41.6086,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Albanien,1584534783000,2020-03-18T13:33:03+01:00,59,0,2,20.1683,41.1533,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Djibouti,1584534783000,2020-03-18T13:33:03+01:00,1,0,0,42.5903,11.8251,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Tunesien,1584534783000,2020-03-18T13:33:03+01:00,29,0,0,9.5375,33.8869,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Burkina Faso,1584534783000,2020-03-18T13:33:03+01:00,20,0,1,-1.5616,12.2383,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Nigeria,1584534783000,2020-03-18T13:33:03+01:00,8,1,0,8.6753,9.082,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Irak,1584534782000,2020-03-18T13:33:02+01:00,164,43,12,43.6793,33.2232,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Portugal,1584534782000,2020-03-18T13:33:02+01:00,448,3,2,-8.2245,39.3999,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Bahrain,1584534782000,2020-03-18T13:33:02+01:00,256,88,1,50.5577,26.0667,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Russland,1584534782000,2020-03-18T13:33:02+01:00,147,8,0,105.3188,61.524,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Belgien,1584534782000,2020-03-18T13:33:02+01:00,1486,31,14,4.4699,50.5039,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Iran,1584534782000,2020-03-18T13:33:02+01:00,17361,5389,1135,53.688,32.4279,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Island,1584534782000,2020-03-18T13:33:02+01:00,250,5,1,-19.0208,64.9631,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Japan,1584534782000,2020-03-18T13:33:02+01:00,889,144,29,138.2529,36.2048,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Australien,Western Australia,1584533590000,2020-03-18T13:13:10+01:00,35,0,1,115.8605,-31.9505,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
global,Sudan,1584533589000,2020-03-18T13:13:09+01:00,2,0,1,30.2176,12.8628,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
Australien,Victoria,1584533589000,2020-03-18T13:13:09+01:00,121,8,0,144.9631,-37.8136,Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE,https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,hopkins.arcgis
